primary_key,eco_sect,Last_dep,job_dep,job_desc,Type_of_contract,JOB_CATEGORY,Work_condition,EMPLOYER_TYPE,working_hours,Employee_count
57189,"QA","75","93","526e","CDI","O","C","ct_9",1715,"tr_1"
57210,"QB","33","33","526a","CDI","O","C","ct_8",1805,"tr_4"
57212,"NZ","93","95","676c","TTP","O","C","ct_9",1190,"tr_1"
57223,"DZ","91","93","373b","CDI","O","C","ct_9",455,"tr_6"
57227,"NZ","70","25","643a","TTP","O","C","ct_9",1094,"tr_1"
57231,"QB","12","12","563b","CDI","O","P","ct_8",1662,"tr_3"
57247,"FZ","31","31","621e","CDI","O","C","ct_9",1770,"tr_5"
57254,"NZ","26","38","684a","CDI","O","P","ct_9",596,"tr_4"
57265,"OZ","25","25","621f","CDI","O","C",NA,310,NA
57271,"CE","80","80","652a","CDI","O","P","ct_9",1589,"tr_5"
57275,"QB","17","17","563b","CDI","O","N","ct_7",580,"tr_1"
57291,"NZ","69","69","684a","CDI","O","P","ct_8",2904,"tr_1"
57298,"NZ","36","36","684a","CDI","O","P","ct_9",652,"tr_3"
57299,"QB","62","62","563a","CDI","O","N","ct_8",1820,"tr_4"
57305,"PZ","59","59","422c","CDI","O","P","ct_8",1419,"tr_5"
57324,"FZ","01","01","633a","CDI","O","C","ct_9",1690,"tr_1"
57327,"QA","70","70","526d","CDI","O","C","ct_8",787,"tr_5"
57330,"MA","38","38","461b","CDI","O","C",NA,207,NA
57344,"GZ","93","93","462b","CDI","O","C","ct_9",1994,"tr_4"
57348,"QB","30","30","526a","CDI","O","P","ct_8",1456,"tr_3"
57355,"GZ","83","83","551a","CDI","O","C","ct_9",1853,"tr_2"
57358,"QB","92","92","434f","CDI","O","C","ct_8",1350,"tr_4"
57387,"QA","93","93","526a","CDI","O","C","ct_9",1820,"tr_6"
57407,"QB","84","84","479b","CDI","O","P","ct_8",910,"tr_2"
57408,"CE","64","64","484a","CDI","O","N","ct_9",1491,"tr_6"
57432,"CA","74","74","636c","CDI","O","C","ct_9",1113,"tr_3"
57442,"TZ","75","94","563c","CDI","O","P",NA,630,NA
57451,"NZ","95","92","684a","CDI","O","P",NA,318,"tr_1"
57452,"OZ","30","84","545d","CDI","O","P","ct_8",1672,"tr_6"
57462,"LZ","13","13","461f","CDI","O","C","ct_9",1820,"tr_6"
57469,"HZ","42","42","641b","CDI","O","C","ct_9",1753,"tr_6"
57471,"CH","52","52","626b","CDI","O","C","ct_9",1463,"tr_4"
57482,"RZ","33","33","423b","CDI","O","C","ct_2",2729,"tr_6"
57516,"CC","62","62","462e","CDI","O","C","ct_9",1443,"tr_6"
57519,"NZ","45","45","684a","CDI","O","P","ct_9",1617,"tr_5"
57521,"HZ","64","31","656c","CDI","O","C",NA,122,NA
57536,"GZ","95","95","551a","CDI","O","C","ct_9",1911,"tr_5"
57541,"HZ","12","12","526e","CDI","O","C","ct_9",1572,"tr_2"
57558,"NZ","80","80","676c","CDI","O","C","ct_9",1157,"tr_5"
57561,"RZ","75","75","451e","CDI","O","C","ct_1",1776,"tr_6"
57581,"SZ","44","44","637d","CDI","O","C","ct_9",1839,"tr_1"
57584,"OZ","44","44","467d","CDI","O","C","ct_8",1335,"tr_6"
57589,"FZ","09","09","632g","CDI","O","C",NA,152,NA
57593,"HZ","10","10","451a","CDI","O","C","ct_9",1824,"tr_3"
57595,"GZ","19","19","552a","CDI","O","P","ct_9",1070,"tr_5"
57600,"TZ","36","78","563c","CDI","O","N","ct_7",1829,"tr_1"
57612,"NZ","49","85","684a","CDI","O","C",NA,1052,"tr_6"
57614,"QA","31","31","542a","CDI","O","C","ct_9",1700,"tr_2"
57618,"MA","35","35","691b","CDI","O","C","ct_9",1820,"tr_1"
57624,"QB","17","17","434c","CDI","O","C","ct_8",1820,"tr_4"
57651,"FZ","59","59","632j","CDI","O","C","ct_9",469,"tr_3"
57652,"QA","07","07","642a","CDI","O","P","ct_9",784,"tr_3"
57662,"QB","84","84","542a","AUT","X","P","ct_8",1504,"tr_2"
57663,"QB","91","91","563b","CDI","O","P","ct_8",1573,"tr_5"
57665,"OZ","27","27","621f","CDI","O","P","ct_2",1131,"tr_1"
57674,"HZ","57","57","641a","CDI","O","C","ct_9",176,"tr_4"
57677,"HZ","50","53","641a","CDI","O","C","ct_9",1010,"tr_5"
57693,"MB","45","45","479b","CDI","O","C","ct_5",1919,"tr_6"
57697,"NZ","40","40","671c","TTP","O","C","ct_9",1373,"tr_1"
57713,"RZ","56","56","424a","CDI","O","P","ct_8",364,"tr_1"
57719,"GZ","78","78","551a","CDI","O","C","ct_9",372,"tr_4"
57723,"NZ","75","75","564a","CDI","O","P","ct_8",388,"tr_1"
57727,"NZ","91","92","684a","CDI","O","P","ct_9",1711,"tr_6"
57728,"QB","67","67","685a","CDI","O","C","ct_8",1669,"tr_4"
57745,"NZ","35","35","674c","TTP","O","C","ct_9",970,"tr_3"
57746,"NZ","50","59","684a","CDD","O","C",NA,400,"tr_1"
57748,"QB","79","79","563b","CDI","O","P","ct_8",1120,"tr_5"
57749,"NZ","75","94","684a","CDI","O","P","ct_9",1011,"tr_6"
57754,"GZ","59","59","636a","CDI","O","C","ct_9",273,"tr_5"
57755,"GZ","44","44","467a","CDI","O","P","ct_9",2282,"tr_6"
57758,"CH","01","01","625c","CDI","O","C","ct_9",1483,"tr_4"
57761,"QB","44","44","676e","AUT","X","P","ct_8",1379,"tr_3"
57777,"TZ","87","87","563c","CDI","O","N","ct_7",1424,"tr_1"
57792,"NZ","91","91","676a","TTP","O","N","ct_9",262,"tr_1"
57795,"MA","78","91","477b","CDI","O","C","ct_9",1820,"tr_5"
57802,"CA","12","12","674b","CDI","O","C","ct_9",1288,"tr_1"
57821,"QB","86","86","526d","CDI","O","C","ct_8",470,"tr_3"
57829,"CE","44","44","674a","CDI","O","C","ct_9",1771,"tr_5"
57836,"CE","45","45","543g","CDI","O","C","ct_9",1251,"tr_5"
57839,"FZ","59","59","632f","CDI","O","C","ct_6",688,"tr_0"
57840,"LZ","01","01","684a","CDI","O","C","ct_5",1690,"tr_4"
57841,"NZ","32","32","691e","CDI","O","C","ct_8",1854,"tr_5"
57843,"QB","70","70","563b","CDI","O","N","ct_7",848,"tr_1"
57847,"HZ","70","70","641a","CDI","O","C","ct_9",2020,"tr_5"
57857,"QB","22","22","563a","CDI","O","N","ct_7",2583,"tr_1"
57860,"HZ","60","60","643a","CDI","O","P","ct_9",1531,"tr_6"
57865,"CC","76","76","652a","CDI","O","C","ct_9",1776,"tr_4"
57867,"CE","06","06","674a","CDI","O","C","ct_9",2050,"tr_3"
57870,"OZ","62","62","531a","AUT","O","C","ct_1",1820,"tr_5"
57873,"CH","52","52","621a","CDI","O","C","ct_9",173,"tr_4"
57875,"QA","78","78","526a","CDI","O","C","ct_8",1025,"tr_6"
57881,"GZ","31","31","691e","CDI","O","P","ct_9",1491,"tr_2"
57898,"HZ","19","19","634c","CDI","O","C","ct_9",1776,"tr_5"
57903,"HZ","78","78","641b","CDI","O","C","ct_9",941,"tr_2"
57904,"CH","60","60","561b","CDI","O","C","ct_9",1820,"tr_6"
57907,"GZ","10","10","684a","CDI","O","P","ct_9",869,"tr_2"
57909,"CA","47","47","625d","CDI","O","C","ct_9",1771,"tr_5"
57911,"GZ","78","78","554e","CDI","O","P","ct_9",599,"tr_1"
57917,"HZ",NA,NA,"451a","CDI","O","C","ct_9",1801,"tr_3"
57927,"QB","74","74","563a","CDI","O","N","ct_7",2095,"tr_0"
57931,"QB","44","44","525d","CDI","O","P","ct_8",1456,"tr_3"
57933,"PZ","12","81","423b","CDI","O","P","ct_8",1005,"tr_2"
57944,"IZ","77","77","561d","CDI","O","C","ct_9",1136,"tr_5"
57950,"NZ","93","93","643a","CDI","O","C","ct_9",1705,"tr_2"
57954,"GZ","69","77","374d","CDI","O","C","ct_9",1552,"tr_3"
57970,"QB","42","42","676e","AUT","X","P","ct_8",885,"tr_5"
57984,"QB","75","75","526a","CDI","O","C","ct_8",1895,"tr_4"
57988,"QB","86","86","632k","CDI","O","C","ct_8",531,"tr_4"
57990,"GZ","60","60","463e","CDI","O","C","ct_9",815,"tr_2"
58013,"OZ","57","57","451g","CDI","O","P",NA,288,NA
58027,"GZ","08","08","551a","CDI","O","C","ct_9",1517,"tr_4"
58030,"GZ","06","06","542a","CDI","O","P",NA,129,NA
58038,"TZ","83","92","563c","CDI","O","N","ct_7",1305,"tr_1"
58068,"GZ","75","75","554f","CDI","O","C","ct_9",1002,"tr_4"
58070,"GZ","13","84","634c","CDI","O","C","ct_9",1595,"tr_2"
58071,"QA","35","35","526a","CDI","O","P","ct_8",1896,"tr_4"
58074,"PZ","35","35","525a","CDI","O","P","ct_8",539,"tr_3"
58088,"PZ","59","59","421b","CDI","O","C","ct_8",1213,"tr_2"
58089,"CH","01","01","676c","CDI","O","C","ct_9",912,"tr_5"
58101,"TZ","75","92","563a","CDI","O","N","ct_7",1442,"tr_1"
58109,"OZ","72","72","563a","AUT","O","C","ct_2",2176,"tr_6"
58161,"QB","69","69","526a","CDI","O","C","ct_9",1334,"tr_4"
58163,"HZ","19","19","451a","CDI","O","P","ct_9",1274,"tr_2"
58169,"QB","45","45","563a","CDI","O","N","ct_7",3000,"tr_1"
58177,"CG","54","63","463b","CDI","O","C","ct_9",1888,"tr_6"
58187,"HZ","93","93","451a","CDI","O","C","ct_9",1820,"tr_5"
58188,"FZ","88","88","481b","CDI","O","C","ct_9",1820,"tr_3"
58190,"MA","92","75","373c","CDI","O","C","ct_9",1736,"tr_5"
58195,"PZ","92","92","461b","CDI","O","C","ct_1",1819,"tr_5"
58205,"OZ","23","23","461f","CDI","O","C","ct_1",1820,"tr_3"
58210,"NZ","82","60","477b","CDI","O","C","ct_9",1273,"tr_4"
58227,"QB","27","27","525d","CDI","O","C","ct_8",2774,"tr_3"
58228,"GZ","14","14","542a","CDI","O","P","ct_9",1098,"tr_1"
58234,"JC","59","59","478b","CDI","O","C","ct_9",1354,"tr_5"
58235,"QB","79","79","684a","AUT","X","P","ct_8",1040,"tr_5"
58243,"GZ","62","62","543g","CDI","O","C","ct_9",1133,"tr_6"
58245,"SZ","14","14","563b","CDI","O","P","ct_9",638,"tr_3"
58254,"QA","57","57","526e","CDI","O","C","ct_9",1905,"tr_3"
58265,"GZ","11","11","433d","CDI","O","P","ct_6",641,"tr_1"
58277,"QB","21","21","563a","CDI","O","N","ct_7",274,"tr_0"
58291,"QB","17","17","434e","CDI","O","P","ct_8",1556,"tr_4"
58306,"CM","33","63","624g","CDI","O","C","ct_9",1493,"tr_5"
58307,"NZ","06","06","684a","CDI","O","C",NA,444,"tr_6"
58314,"GZ","85","85","433d","CDI","O","C","ct_6",1496,"tr_1"
58322,"CA","19","19","674c","CDI","O","C","ct_9",1443,"tr_2"
58330,"QA","92","92","525d","CDI","O","C","ct_8",1820,"tr_5"
58333,"QB","44","44","524c","AUT","X","P","ct_2",1144,"tr_5"
58334,"QB","95","95","563b","CDI","O","C","ct_8",585,"tr_3"
58335,"NZ",NA,NA,"684a","CDI","O","C","ct_9",2430,"tr_0"
58341,"BZ","64","40","628a","CDI","O","C","ct_9",162,"tr_2"
58342,"LZ","89","89","632k","CDI","O","C","ct_5",1820,"tr_5"
58349,"OZ","46","46","524b","CDI","O","C",NA,434,NA
58352,"QA","56","56","451h","CDI","O","C","ct_3",452,"tr_6"
58354,"QA","22","22","526a","CDI","O","P","ct_3",909,"tr_6"
58362,"IZ","74","74","636d","CDI","O","P","ct_9",909,"tr_2"
58375,"CE","67","67","387d","CDI","O","C","ct_9",1820,"tr_5"
58379,"CE","84","26","386d","CDI","O","C","ct_9",970,"tr_6"
58387,"NZ",NA,"69","632h","TTP","O","N","ct_9",1344,"tr_1"
58389,"QB","59","59","525d","CDI","O","P","ct_8",1365,"tr_4"
58393,"HZ","38","38","451a","CDI","O","C","ct_9",1820,"tr_6"
58397,"CH",NA,"84","462e","CDI","O","C","ct_9",151,"tr_3"
58401,"QB","59","59","526a","CDI","O","C","ct_8",1896,"tr_2"
58410,"SZ","77","77","543f","CDI","O","C","ct_9",292,"tr_3"
58423,"QA","72","72","632k","AUT","O","C","ct_3",1805,"tr_6"
58430,"QA","06","06","451h","CDI","O","P","ct_3",621,"tr_6"
58436,"QB","07","07","434e","CDI","O","P","ct_8",648,"tr_4"
58437,"CM","69","69","526b","CDI","O","C","ct_9",1785,"tr_3"
58441,"OZ","22","22","525c","CDI","O","C","ct_4",1850,"tr_3"
58446,"CM","84","84","675b","CDI","O","C","ct_9",1587,"tr_4"
58450,"CH","61","61","634b","CDI","O","C","ct_9",493,"tr_5"
58465,"OZ",NA,NA,"524b","CDI","O","C",NA,129,NA
58492,"FZ","62","59","472c","CDI","O","C","ct_9",1545,"tr_3"
58536,"PZ","76","76","525a","CDI","O","P","ct_8",1146,"tr_3"
58543,"OZ","47","47","523c","AUT","O","P","ct_2",1581,"tr_1"
58559,"NZ","13","13","684a","CDI","O","P","ct_9",1556,"tr_6"
58564,"GZ","94","94","551a","CDI","O","C","ct_9",733,"tr_0"
58575,"MA","13","13","486e","CDI","O","P","ct_9",1563,"tr_6"
58576,"QB","13","13","563b","CDI","O","N","ct_7",754,"tr_1"
58608,"CH","19","18","387a","CDI","O","C","ct_9",1820,"tr_6"
58637,"KZ","89","89","545c","CDI","O","C","ct_9",1761,"tr_2"
58645,"QA","13","13","451h","CDI","O","P","ct_3",1380,"tr_6"
58651,"NZ","33","33","684a","CDI","O","C","ct_9",1274,"tr_5"
58653,"QA",NA,NA,"433a","CDI","O","C","ct_9",1913,"tr_2"
58658,"TZ","95","78","563c","CDI","O","N","ct_7",1900,"tr_1"
58659,"TZ","63","63","563c","CDI","O","N","ct_7",780,"tr_1"
58675,"NZ","18","33","684a","CDI","O","P","ct_9",1113,"tr_6"
58678,"CB","59","59","623e","CDI","O","C","ct_9",1751,"tr_3"
58692,"MA","29","29","543b","CDI","O","C","ct_9",1950,"tr_2"
58697,"OZ","49","49","524c","CDI","O","C","ct_2",1820,"tr_6"
58706,"GZ","67","67","462a","CDI","O","P","ct_9",910,"tr_2"
58715,"QB","92","75","526d","CDI","O","C","ct_9",2361,"tr_3"
58717,"FZ","54","54","372b","CDI","O","P","ct_9",1214,"tr_3"
58718,"GZ","24","24","461b","CDI","O","C","ct_9",1861,"tr_3"
58735,"QA","68","68","525d","CDI","O","C","ct_8",1991,"tr_5"
58744,"NZ","13","92","371a","CDI","O","C","ct_9",1820,"tr_6"
58745,"FZ","93","75","632g","CDI","O","C","ct_9",1593,"tr_3"
58746,"MA","92","92","461c","CDI","O","C","ct_9",1820,"tr_6"
58748,"RZ","89","89","542a","CDI","O","C",NA,396,NA
58772,"HZ","58","58","676d","CDI","O","C","ct_9",1624,"tr_6"
58778,"NZ","94","77","631a","CDI","O","C","ct_9",1554,"tr_4"
58782,"CC","68","68","676c","CDI","O","P","ct_9",1315,"tr_4"
58783,"QA","34","34","525d","CDI","O","P","ct_3",1090,"tr_6"
58786,"PZ","69","69","423a","CDI","O","C","ct_9",856,"tr_1"
58789,"NZ","91","91","542a","CDI","O","P","ct_9",1518,"tr_3"
58800,"NZ","38","38","634d","CDI","O","C","ct_9",1756,"tr_1"
58808,"MC","60","92","477c","CDI","O","C","ct_9",1247,"tr_4"
58829,"QA","33","33","525d","CDI","O","P",NA,190,NA
58864,"NZ","38","38","486e","CDI","O","C","ct_9",1541,"tr_2"
58881,"IZ","22","22","636d","CDI","O","C","ct_9",1373,"tr_1"
58884,"QB","93","93","563b","CDI","O","N","ct_7",684,"tr_1"
58886,"CH","59","59","626b","CDI","O","C","ct_9",1648,"tr_6"
58891,"MA","42","42","542a","CDI","O","P","ct_9",1496,"tr_2"
58908,"HZ","38","38","642a","CDI","O","P","ct_9",669,"tr_1"
58917,"QB","91","91","525d","CDI","O","C","ct_8",1320,"tr_4"
58918,"QB","93","92","434a","CDI","O","C","ct_8",1821,"tr_3"
58940,"CA","73","73","542a","CDI","O","C","ct_9",1610,"tr_2"
58947,"PZ","59","59","421b","CDI","O","C","ct_8",1820,"tr_3"
58952,"TZ","19","19","563c","CDI","O","C",NA,1238,NA
58979,"GZ","71","64","484b","CDI","O","C","ct_9",1243,"tr_2"
58983,"GZ","44","44","684a","CDI","O","P","ct_9",1489,"tr_1"
59001,"CE","41","41","477a","CDI","O","C","ct_9",1820,"tr_5"
59005,"GZ","84","84","643a","CDI","O","C","ct_9",1550,"tr_2"
59014,"QA","95","95","525d","CDI","O","P","ct_3",574,"tr_6"
59017,"CG","24","24","625c","CDI","O","C","ct_9",1523,"tr_6"
59033,"GZ","13","13","676a","CDI","O","C","ct_9",304,"tr_3"
59042,"QB","46","46","525d","CDI","O","P","ct_8",431,"tr_2"
59044,"SZ","24","47","381b","CDI","O","C",NA,152,NA
59054,"CG","63","63","478c","CDI","O","C","ct_9",1574,"tr_6"
59072,"KZ","50","50","467a","CDI","O","C","ct_9",1820,"tr_6"
59078,"QB","33","33","525d","CDI","O","C","ct_9",725,"tr_4"
59091,"MA","93","93","372e","CDI","O","C","ct_9",1465,"tr_2"
59093,"CE","11","11","475b","CDI","O","P","ct_9",455,"tr_1"
59098,"GZ","17","17","554a","CDI","O","P","ct_6",1028,"tr_1"
59104,"CB","55","55","675a","CDI","O","C","ct_9",1596,"tr_5"
59114,"QB","58","58","526a","CDI","O","C","ct_9",1880,"tr_4"
59138,"MB","78","78","524b","CDI","O","C",NA,151,NA
59145,"SZ","91","94","562b","CDI","O","C","ct_9",1606,"tr_1"
59164,"DZ","93","93","473c","CDI","O","C","ct_9",1773,"tr_4"
59167,"QB","70","25","526a","CDI","O","C","ct_8",1703,"tr_4"
59169,"GZ","76","76","634c","CDI","O","C","ct_9",1807,"tr_2"
59175,"TZ","79","79","563c","CDI","O","C",NA,547,NA
59180,"QA","37","36","526e","CDI","O","C","ct_9",1516,"tr_1"
59190,"QB","01","01","525d","CDI","O","C","ct_9",1826,"tr_4"
59200,"OZ","77","75","451g","CDI","O","C",NA,303,NA
59222,"QA","66","66","434d","CDI","O","C","ct_8",1820,"tr_5"
59242,"KZ","57","57","545c","CDI","O","P","ct_9",687,"tr_3"
59247,"HZ","29","29","643a","CDI","O","C","ct_9",1820,"tr_5"
59269,"QA","60","60","523d","CDI","O","C","ct_3",761,"tr_6"
59271,"QA","69","69","526a","CDI","O","C","ct_9",1841,"tr_5"
59285,"NZ","46","46","691e","CDI","O","C",NA,124,"tr_1"
59286,"GZ","83","04","526b","CDI","O","P","ct_9",600,"tr_1"
59304,"CA","87","87","625d","CDI","O","C","ct_9",1786,"tr_4"
59305,"CL","44","44","474b","CDI","O","C","ct_9",644,"tr_6"
59307,"PZ","56","56","423b","CDI","O","C","ct_1",1820,"tr_5"
59341,"FZ","29","29","542a","CDD","O","C","ct_9",455,"tr_1"
59356,"LZ","92","92","684a","CDI","O","C","ct_5",1834,"tr_6"
59369,"FZ","39","39","632g","CDI","O","C","ct_9",1517,"tr_3"
59384,"HZ","02","77","641a","TOA","O","C","ct_9",1336,"tr_3"
59391,"QA","41","41","525d","CDI","O","C","ct_9",1830,"tr_6"
59398,"FZ","37","37","481b","CDI","O","C","ct_9",1225,"tr_1"
59404,"OZ","31","31","524c","CDI","O","C",NA,390,NA
59426,"GZ","27","27","487a","CDI","O","C","ct_9",1840,"tr_2"
59430,"FZ","58","58","632d","CDI","O","C","ct_9",486,"tr_1"
59451,"CH","42","69","632d","CDI","O","C","ct_9",913,"tr_6"
59452,"PZ","75","92","423b","CDI","O","P","ct_9",754,"tr_3"
59454,"NZ","73","73","462e","CDI","O","C","ct_9",2271,"tr_0"
59457,"QB","38","38","523c","AUT","O","C","ct_2",1820,"tr_2"
59460,"GZ","18","18","682a","CDI","O","C","ct_9",983,"tr_0"
59486,"CJ","93","93","622c","CDI","O","C","ct_9",1988,"tr_4"
59491,"SZ","13","13","526d","CDI","O","P","ct_8",883,"tr_3"
59492,"CG","67","67","652a","CDI","O","C","ct_9",1946,"tr_1"
59495,"CM","39","39","673c","CDI","O","C","ct_9",498,"tr_1"
59501,"HZ","89","89","466c","CDI","O","C","ct_9",1701,"tr_5"
59502,"DZ","44","44","485a","CDI","O","C","ct_9",1687,"tr_5"
59517,"SZ","16","16","423b","CDI","O","C","ct_4",1391,"tr_5"
59540,"NZ","73","38","684a","CDI","O","P","ct_9",1446,"tr_6"
59551,"QA","81","81","684a","CDI","O","P","ct_9",569,"tr_1"
59555,"PZ","44","44","525b","CDI","O","P","ct_8",1377,"tr_4"
59557,"NZ","67","68","684a","CDI","O","P",NA,223,"tr_2"
59585,"QA","78","92","526e","CDI","O","C","ct_9",1635,"tr_2"
59592,"OZ","62","62","461f","CDI","O","C","ct_8",254,"tr_5"
59601,"SZ","50","50","372b","CDI","O","C","ct_4",1016,"tr_3"
59602,"QA","75","93","526a","CDI","O","C","ct_9",2831,"tr_6"
59604,"QB","74","74","526a","CDI","O","P","ct_8",539,"tr_4"
59609,"QB","43","43","525d","CDI","O","C","ct_8",910,"tr_3"
59610,"CA","81","81","691e","CDI","O","C","ct_9",1820,"tr_2"
59613,"HZ","31","31","641b","CDI","O","C","ct_5",1285,"tr_6"
59617,"FZ","95","95","632a","CDI","O","C","ct_9",1948,"tr_1"
59624,"CJ","89","89","624f","CDI","O","C","ct_9",1802,"tr_5"
59639,"NZ","69","69","684a","CDI","O","P","ct_9",2603,"tr_6"
59642,"GZ","31","81","462a","CDI","O","C","ct_9",1820,"tr_1"
59669,"CA","26","26","625f","CDI","O","C","ct_9",1828,"tr_5"
59672,"FZ","06","06","681b","CDI","O","P","ct_6",1096,"tr_1"
59681,"OZ","77","77","621f","CDI","O","C",NA,297,NA
59683,"NZ","06","06","684a","CDI","O","C","ct_9",2006,"tr_4"
59708,"NZ","95","45","684a","CDI","O","C","ct_9",1537,"tr_6"
59720,"QA","15","46","431b","CDI","O","C","ct_8",1062,"tr_3"
59735,"CC","55","55","684a","AUT","O","C",NA,403,NA
59743,"NZ","75","75","564a","CDI","O","N","ct_8",1665,"tr_1"
59752,"FZ","59","59","681a","CDI","O","C","ct_9",1444,"tr_2"
59760,"QA","26","26","525d","CDI","O","C","ct_9",685,"tr_5"
59762,"NZ","08","92","544a","CDI","O","C","ct_9",1773,"tr_6"
59767,"GZ","69","77","543b","CDI","O","C","ct_9",1497,"tr_6"
59774,"HZ","42","42","641b","CDI","O","P","ct_9",359,"tr_2"
59775,"NZ","44","44","541b","CDI","O","C","ct_8",577,"tr_1"
59798,"CH","68","68","628g","CDI","O","C","ct_9",1729,"tr_3"
59799,"RZ","26","26","354b","CDI","O","C",NA,184,NA
59815,"QB","48","48","526a","CDI","O","P","ct_8",1728,"tr_5"
59817,"KZ","80","80","545c","CDI","O","C","ct_9",494,"tr_1"
59818,"GZ","76","76","374a","CDI","O","C","ct_9",1316,"tr_3"
59835,"CH","93","77","673a","CDI","O","P","ct_9",826,"tr_1"
59837,"QB","22","22","563a","CDI","O","N","ct_7",2526,"tr_1"
59841,"GZ","33","33","551a","CDI","O","C","ct_9",1262,"tr_3"
59857,"CA","59","62","388a","CDI","O","C","ct_9",1820,"tr_6"
59880,"GZ","92","91","634c","CDI","O","C","ct_9",414,"tr_1"
59883,"OZ","73","73","524c","CDI","O","C",NA,142,NA
59884,"GZ","30","30","344d","CDI","O","P","ct_9",1477,"tr_1"
59891,"CI","95","75","543b","CDI","O","P","ct_9",1595,"tr_2"
59904,"HZ","91","77","641b","CDI","O","C","ct_9",336,"tr_2"
59915,"NZ","85","85","691e","TOA","O","C","ct_8",361,"tr_2"
59916,"QB","44","44","525d","CDI","O","C","ct_8",1524,"tr_4"
59919,"QB","13","13","431a","CDI","O","C","ct_8",1770,"tr_2"
59920,"QB","62","62","676e","AUT","X","C","ct_8",1820,"tr_5"
59931,"MA","84","84","626b","CDI","O","C","ct_9",1617,"tr_3"
59933,"RZ","95","75","523b","CDD","O","P","ct_1",1326,"tr_6"
59941,"CA","56","29","625d","CDI","O","C","ct_9",2008,"tr_6"
59946,"MC","01","01","526b","CDI","O","C","ct_9",2028,"tr_1"
59947,"GZ","13","13","554f","CDI","O","C","ct_9",1638,"tr_1"
59956,"CG","79","92","475a","CDI","O","C","ct_9",1003,"tr_2"
59985,"GZ","91","92","384a","CDI","O","C","ct_9",1820,"tr_6"
59987,"QB","60","60","632k","CDI","O","C","ct_8",703,"tr_4"
59990,"HZ","68","68","451a","CDI","O","C","ct_9",607,"tr_2"
59998,"KZ","44","44","467b","CDI","O","C","ct_9",1820,"tr_6"
60003,"SZ",NA,NA,"461d","CDI","O","C","ct_4",1820,"tr_3"
60014,"CA","59","59","625f","CDI","O","C","ct_9",1820,"tr_3"
60029,"QB","94","75","525d","CDI","O","C","ct_8",2207,"tr_6"
60044,"QB","87","87","526a","CDI","O","C","ct_8",720,"tr_4"
60057,"OZ","33","33","461b","CDI","O","P","ct_8",1664,"tr_6"
60069,"QB","13","13","525d","CDI","O","C","ct_8",1760,"tr_4"
60083,"GZ","26","26","643a","CDI","O","P","ct_9",473,"tr_3"
60086,"OZ","57","57","451e","CDI","O","C","ct_1",1667,"tr_5"
60092,"QB","03","03","563a","AUT","O","C","ct_2",3000,"tr_5"
60093,"OZ","06","06","524c","TOA","O","P","ct_2",474,"tr_6"
60097,"CI","78","78","388a","CDI","O","C","ct_9",1856,"tr_6"
60102,"CA",NA,NA,"684a","AUT","O","N",NA,434,NA
60106,"NZ","78","92","534a","AUT","O","C",NA,360,"tr_1"
60108,"KZ","51","51","526b","CDI","O","C","ct_9",1580,"tr_1"
60117,"CA","44","44","674c","CDI","O","C","ct_9",525,"tr_5"
60119,"SZ","16","16","423b","CDI","O","C","ct_4",1391,"tr_5"
60121,"NZ","69","69","684a","CDI","O","P","ct_9",1359,"tr_6"
60122,"EZ","93","92","651a","CDI","O","C","ct_9",1820,"tr_5"
60123,"OZ","35","35","524c","CDI","O","C",NA,242,NA
60126,"CH","29","29","674d","CDI","O","C","ct_9",1820,"tr_3"
60131,"CE","45","45","385b","CDI","O","C","ct_9",1616,"tr_5"
60133,"JC","95","92","388c","CDI","O","C","ct_9",777,"tr_6"
60137,"OZ","07","07","461f","CDI","O","P","ct_1",788,"tr_3"
60138,"FZ","56","56","632e","CDI","O","C","ct_9",1527,"tr_1"
60147,"MB","69","69","451e","CDI","O","C","ct_1",1804,"tr_5"
60149,"QA","02","02","526e","CDI","O","C","ct_9",1561,"tr_1"
60153,"MC","62","59","643a","CDI","O","C","ct_9",1505,"tr_4"
60169,"QA","67","67","431b","AUT","O","C","ct_3",1516,"tr_6"
60173,"KZ","92","75","533c","CDI","O","P","ct_5",1216,"tr_6"
60188,"HZ","24","47","451a","CDI","O","P","ct_9",1274,"tr_4"
60194,"GZ","39","25","653a","CDI","O","C","ct_9",1517,"tr_3"
60202,"HZ","91","91","676c","CDI","O","C","ct_9",1789,"tr_6"
60209,"CA","43","43","625d","CDI","O","C","ct_9",2188,"tr_3"
60211,"IZ","75","75","561c","AUT","X","P","ct_8",176,"tr_2"
60212,"QB","13","13","526a","CDI","O","C","ct_8",1774,"tr_4"
60215,"SZ","33","33","463e","CDI","O","P","ct_9",759,"tr_1"
60216,"JA","75","75","374d","CDI","O","C","ct_9",1356,"tr_2"
60232,"QA","33","33","344a","CDI","O","P","ct_8",347,"tr_6"
60237,"EZ",NA,NA,"641a","CDI","O","C","ct_9",1672,"tr_2"
60239,"CC","60","60","627d","CDI","O","C","ct_9",1818,"tr_3"
60248,"MA","69","69","542a","CDI","O","C","ct_9",1050,"tr_3"
